"PulsarSourceITCase fails due to port conflictI can help fix the issue,maybe we should use dynamic port 0 as pulsar broker server port and web portxmarker Yep, you are right.  Can we also backport this to the 1.14.1 release?Thanks for providing the PR, xmarker. I've assigned you to this ticket.

syhily, if this also affects the 1.14 release, we should for sure backport the ",1
"Remove NetworkStackThroughputITCaseIn flink-tests there is a package called org.apache.flink.test.manual, which already has some benchmarks, which can be run manually. Maybe this one could be moved there too.We also have flink-tests/src/test/java/org/apache/flink/test/state/ManualWindowSpeedITCase.java. Agree that this is an anti-pattern and vote to either remove or establish a ""benchmark"" module.Agree, I think move these tests to org.apache.flink.test.manual under flink-tests is a good idea. Is this still open？till.rohrmannI think moving it to the manual package would only slightly improve things and the proper solution would be to have a benchmark module.till.rohrmann Absolutely, in the long run it's a better solution to create a benchmark module. I have submited a PR:",1
Remove unused ContainerOverlays  Would you assign this to me?master: ,1
Test service entries cause noise in other testsmaster: Extension added: REST tests migrated:,1
Building a fresh clone with latest Maven failsAnother reference: Note that we generally encourage developers to use Maven 3.2.5 because the shading behavior is incorrect in later versions.,1
"fails on Azurecc Unfortunately, logs look pretty fragmented (I don't see the part of the logs related to this test or this test class). But I see in the test that we request the available port(`NetUtils.getAvailablePort()`) and then we try to connect to this port and assume that we will fail because nobody listens to this port. But since we don't lock this port anyhow I assume that it is possible if somebody else from another test starts to listen to this port and our connection would be successful which can exactly lead to the problem which we see.
Perhaps, it is not a bad idea to rewrite this code in such a way that we create our own server which would fail all input requests explicitly instead of relying on the random unbusy port.
I think this makes sense.",1
Update documentation links to point to nightlies.apache.orgmaster: I will limit this ticket to 1.13+ because there we actually seem to need it (Hugo doesn't render things properly without). The older jekyll-based docs work fine.,1
"DefaultDispatcherRunnerITCase hangs on azureI am the Flink Jira Bot and I help the community manage its development. I see this issues has been marked as Major but is unassigned and neither itself nor its Sub-Tasks have been updated for 30 days. I have gone ahead and added a ""stale-major"" to the issue"". If this ticket is a Major, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.This issue was labeled ""stale-major"" 7 ago and has not received any updates so it is being deprioritized. If this ticket is actually Major, please raise the priority and ask a committer to assign you the issue or revive the public discussion.",1
"Remove legacy slotmanagement profileThis major issue is unassigned and itself and all of its Sub-Tasks have not been updated for 30 days. So, it has been labeled ""stale-major"". If this ticket is indeed ""major"", please either assign yourself or give an update. Afterwards, please remove the label. In 7 days the issue will be deprioritized.This issue was labeled ""stale-major"" 7 ago and has not received any updates so it is being deprioritized. If this ticket is actually Major, please raise the priority and ask a committer to assign you the issue or revive the public discussion.  can we do this now?yesmaster: Hi,   and  . Does this mean we want to clean up the legacy code of SlotManagerImpl in 1.14?  yes, see ",1
Move ZooKeeperUtilTest to right placeFixed via,1
Remove unused ZooKeeperUtilityFactory and clean up ZooKeeperUtilTestmaster:,1
"fails due to Service temporarily unavailable due to an ongoing leader election.

1.14: ",1
"Reuse the code of 'check savepoint preconditions'.jark dianfu  Could you help me to review this PR ? Thank you very much.Maybe someone from runtime component could help to review this. Thanks jark for the reply.


Hi, Could you help me to review it  if you have free time? Thank you.Very thanks RocMarshal for the pr, merged on master via",1
"Remove  and   can I take the task ? Sure, I've assigned you., I made this ticket a blocker because we want to fix it for the 1.14 release so that we can get rid of the legacy code. The idea is to not forget about it.
1, fix test case 
2, fix checkstyle I am the Jira Bot and I help the community manage its development. I see this issue is assigned but has not received an update in 14, so it has been labeled ""stale-assigned"".
If you are still working on the issue, please remove the label and add a comment updating the community on your progress.  If this issue is waiting on feedback, please consider this a reminder to the committer/reviewer. Flink is a very active project, and so we appreciate your patience.
If you are no longer working on the issue, please unassign yourself so someone else may work on it. If the ""warning_label"" label is not removed in 7 days, the issue will be automatically unassigned.This issue was marked ""stale-assigned"" 7 ago and has not received an update. I have automatically removed the current assignee from the issue so others in the community may pick it up. If you are still working on this ticket, please ask a committer to reassign you and provide an update about your current status. Fixed via",1
"Queryable state with TM restart end-to-end test fails on azure,
This starts appearing since yesterday. It might relates to .Hmm, it looks as if the restored job has fewer state items than before. I am not sure how this can happen. Maybe this is related to queryable state's broken semantics. I don't think that this has been caused by FLINK-23097.

I will add a bit more logging information so that we might figure this out with the next test failure. Added more debug logs via

Once the test case is fixed/hardened, can be reverted. This is very strange. In the logs it looks as if we are writing a checkpoint a map with 6 entries. However, when recovering, then we only recover a map with 5 entries. I am not sure how this can happen. Maybe this is more of RocksDB state backend problem. yunta have you seen something like this before?

The first TaskManager prints that it has completed a checkpoint with a map of 6 entries.


However, when recovering the state we only have 5 entries left:

The fewer entries could be caused that we count the events in the open method where we haven't set a proper key yet?On the other hand, when accessing the MapState in the open method, then we should set an empty prefixBytes which should give us all RocksDB entries. Hence, we should actually get the same count on open as what we had when creating the latest checkpoint.

One more addition: We seem to use unaligned checkpoints. But I don't think that this has something to do with the test failure.Stupid me: I think I know what the problem is. With FLINK-23097 I changed that we only output the number of elements once the checkpoint is completed. However, I did not output the number of entries at the point in time when the checkpoint was taken but when the notifyCheckpointComplete message arrived. This means that the number of entries could have grown and, thus, we are reporting wrong values.",1
"Add e2e test for native Kubernetes HAWe already have some IT cases for the critical methods. Then we just need to add a E2E test in this issue.


# Run the ITCases

fly_in_gis so what needs to be done in this issue given that we already have the other tests? Should we extend the   tests to also run the tests on K8s?Actually, the above IT cases does not contain a E2E test, including Flink CLI job submission, kill the JobManager and check whether the Flink job could recover from latest checkpoint successfully. It is really a basic Kubernetes HA behavior test and could help us to keep it is always not broken.

 

For the   tests, I am not aware of this module before and will learn more about it. I think it makes sense to me to let it also work on Kubernetes.Since we are not allowing to add new bash based e2e&#91;1&#93;, I will attach my previous PR to verify the Kubernetes HA functionality works well. It does not need to be merged. And I think we could refactor it with all other K8s bash based e2e tests to java e2e framework in the next release cycle. Is related? seems the ticket is closed now. I've also tried some e2e test on my local machine with Kind cluster. After killing the master node, it seems the checkpoints are starting off where it left off

I'll share the test result here if I can later. I've got many mock infra connected as well like S3 mock and a single broker Kafka.ksp0422 Do you mean that you kill the JobManager and the new JobManager could not recover from the latest successful checkpoint? Please share us more input if you could.

If it is really a valid issue, we could reopen the ticket.fly_in_gis No I meant it's working well in natvie. That's why I said it seem to start off from the last checkpoint. I haven't tested on standalone clusterGreat. Thanks for testing the Kubernetes HA service and sharing your experience.This issue is assigned but has not received an update in 7 days so it has been labeled ""stale-assigned"". If you are still working on the issue, please give an update and remove the label. If you are no longer working on the issue, please unassign so someone else may work on it.  ",1
"The problem seems to be caused by the 1s heartbeat timeout that can also happen when the TaskExecutor process is started and before it is terminated on our CI. I think the only viable option I currently see is to increase the heartbeat timeout to 5s or 10s. The downside is that this test will then take at least 5s/10s.Well, actually we can leverage FLINK-23209 for faster detection of dead TMs. Fixed via",1
"Type Migration: introducing primitive functional interfacesThe idea is neat but it is a bit hard to judge whether it would get merged without seeing a PR. You can open one if you wish.

Considering that you claim this will improve performance, how do you intend to measure the actual impact on Flink? Do you expect us to verify that? Based on the examples you gave I would expect the impact to be minimal.

Just to manage expectations: The project is currently busy preparing the next release so any review/merge may take a bit.",1
"Fix typos Hi,  
Excuse me for taking up your time.
I created pull request for this issue.
Would you like to review it for me.
If there is any problem, please inform me in time. 
I will actively revise it in time.
Thank you very much!",1
"due to the heartbeat exception with Yarn RM I am the Flink Jira Bot and I help the community manage its development. I see this issues has been marked as Critical but is unassigned and neither itself nor its Sub-Tasks have been updated for 7 days. I have gone ahead and marked it ""stale-critical"". If this ticket is critical, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.This issue was labeled ""stale-critical"" 7 ago and has not received any updates so it is being deprioritized. If this ticket is actually Critical, please raise the priority and ask a committer to assign you the issue or revive the public discussion. I might be wrong, but I have a feeling it fails more often with the adaptive scheduler: The InterruptedIOException is expected. It can happen if AMRMClient happens to be waiting for a heartbeat response when the cluster is shutdown.
I'll add it to the whitelist for the log prohibited string checking. Fixed via
Instance on 1.12:
New instance in 1.12.",1
"due to the heartbeat exception with Yarn RM I am the Flink Jira Bot and I help the community manage its development. I see this issues has been marked as Critical but is unassigned and neither itself nor its Sub-Tasks have been updated for 7 days. I have gone ahead and marked it ""stale-critical"". If this ticket is critical, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.This issue was labeled ""stale-critical"" 7 ago and has not received any updates so it is being deprioritized. If this ticket is actually Critical, please raise the priority and ask a committer to assign you the issue or revive the public discussion. I might be wrong, but I have a feeling it fails more often with the adaptive scheduler: The InterruptedIOException is expected. It can happen if AMRMClient happens to be waiting for a heartbeat response when the cluster is shutdown.
I'll add it to the whitelist for the log prohibited string checking. Fixed via
Reopen to port the fix to 1.12.

Instance on 1.12: Reopening.

New instance in 1.12.",1
"Add contract in `LookupableTableSource` to specify the behavior when lookupKeys contains nullcc     Consider the temporal join sql: 


If we remove ""for system_time as of T.proction"", it is a regular inner join.

So in my opinion, The way to handle null values should be consistent with regular inner join.

The point #1 and #2 sounds weird.

If user really want point #2, I think we can support ""filterNulls"" to temporal join. Like: I agree your point, however I think when T.id is null, we should not send request to DimensionTable to lookup datas, it's responsibility of LookupJoin operator to handle the case instead of Dimension connector. please see a relative jira

It's better add a contract in `LookupableTableSource ` explicity to avoid eliminate ambiguity.&gt; however I think when T.id is null, we should not send request to DimensionTable to lookup datas, it's responsibility of LookupJoin operator to handle the case instead of Dimension connector. 

Yeah, this is not behavior of temporal join, this is the bug in our internal implementation.

Just like regular join, StreamExecLookupJoin/BatchExecLookupJoin should deal with filterNulls and decide whether filter nulls outside connectors.After discuss with jark lzljs3620320 lic, we got the following conclusion:
1. LookupJoin does not support JoinCondition like 'L.a is not distinct from R.a' and other similar ( 'L.a = R.a or (L.a is null And R.a is null)'), which leads to filterNulls contains false in 1.9 version. Would be fixed in 1.10 version
2. Add contract in `LookupableTableSource` to specify the behavior when lookupKeys contains null, it behaviors like point 2 in the jira content
3. Update `JdbcLookUpFunction` based on ad.2.

Correct me if the conclusion is wrong.This issue is assigned but has not received an update in 7 days so it has been labeled ""stale-assigned"". If you are still working on the issue, please give an update and remove the label. If you are no longer working on the issue, please unassign so someone else may work on it. In 7 days the issue will be automatically unassigned.As part ofthe ""Task"" Issue Type is removed. I moved this ticket to ""Technical Debt"", but did not look at it in detail.   I have automatically removed the current assignee from the issue so others in the community may pick it up. If you are still working on this ticket, please ask a committer to reassign you and provide an update about your current status.I am the Flink Jira Bot and I help the community manage its development. I see this issues has been marked as Major but is unassigned and neither itself nor its Sub-Tasks have been updated for 30 days. I have gone ahead and added a ""stale-major"" to the issue"". If this ticket is a Major, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.This issue was labeled ""stale-major"" 7 days ago and has not received any updates so it is being deprioritized. If this ticket is actually Major, please raise the priority and ask a committer to assign you the issue or revive the public discussion. ",1
"KafkaTableITCase hang. am the Flink Jira Bot and I help the community manage its development. I see this issues has been marked as a Blocker but is unassigned and neither itself nor its Sub-Tasks have been updated for 1 days. I have gone ahead and marked it ""stale-blocker"". If this ticket is a Blocker, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.
Could you help look into this? It seems recent instances are no longer caused by the Testcontainers framework.I checked the log of latest 2 failure cases. I think this case has the same cause as FLINK-22416 as described in my comment. 

I think we need more information for debugging, since Kafka is running in docker so I have no clue about what happened on broker side. I can submit a patch to log more information for debugging if the test fails.Thanks,  . 
Adding more logs sounds good to me. I'm assigning you to this ticket for the moment.This is another instance from my own Azure pipeline, which proved my assumption before in

Basically I add a timer to print Kafka topic partition status if the test hangs for 5 minutes. And the log showed that the starting offset of the partition is not 0, so test hanged because it couldn't receive expected messages with offset 0-3.  


I'm still investigating why this could happen on broker side. Here is a PR for redirecting KafkaContainer's output to log4j and printing log if test hangs:

 The blocked stack of this issue is the same with FLINK-22387, I think they have same root cause. Thanks   for the investigation. 
Add logs in master have taken a look at the test code and related logs (not including the Kafka Server log). 

Here are the findings:
My hypothesis is that the log rolling happens because the current_time - timestamp_of_produced_records &gt;= retention_time. This might happen if the clock on the host that produces messages is several days earlier than the clock on the host that runs the Kafka Server container. In general this difference in clock is unlikely, because I find it even less likely to believe other reasons that could have causes this logStartOffset=4.

In order to validate the hypothesis and move forward in the debugging, we have updated Flink code to get Kafka Server info level logging and will check the following:

	What is the timestamp of the producer and Kafka Server in the log?
	Does Kafka Server actually roll the log, and what even has triggered the log rolling?
   
I think the latest instance occurred after the log changes being merged. Could you help take another look? ,
BTW, please move the ticket to in-progress as we're investigating it.Thanks   for the reminder. I had a discussion with   and we checked the log of the latest instance. These logs caught our attention: 


Basically a retention time based log deletion was triggered, so messages written to Kafka is deleted, then the test case hanged because it cannot receive expected messages. These logs proves the hypothesis made by   that the clock is skewed on producer side. We are still investigating the reason and will update the comment once we have progress. 

 

I don't have the permission to change the state of this ticket.   Could you help to change it to in-progress? Thanks~ Thanks for the updates.

I don't have the permission to change the state of this ticket. Song Could you help to change it to in-progress? Thanks~ 

Only the assignee can do it. There is a problem in jira that a `user` can be assigned to the ticket but cannot move it to in-progress, unless he/she is a `contributor`. I've grant you the `contributor` permission. You should be able to do it now.Here are my findings regarding why the timestamp of the produced record is more than 7 days earlier than the test time:

1) KafkaWriter will explicitly assign the timestamp to the produced record, rather than using the system current time for the produced request.
2) The timestamp could be from the StreamRecord that fed to the   method, which in turn is determined by the caller of those method (e.g. SQL related logic).
3) The code used to produce records in the explicitly assigns some timestamp with date such as. This seems to be the only place where a non-current-system-time timestamp could be provided.

My hypothesis is this:

	The timestamp used in the test has been used as the timestamp of the records sent to Kafka.
	The test will fail if and only if Kafka Server happens to trigger log retention logic (which is triggered at regularly time interval) after the records are produced but before the records have been consumed. This explains why the test is flaky.



I would suggest to involve the developer who knows the expected behavior of the SQL/Table API tested by this test to validate the hypothesis described above.

  Do you know who can help answer the SQL related questions? Thanks   for the investigation! Yes there are indeed some Kafka table test cases explicitly assigning record timestamp, such as this one&#91;1&#93;. These cases tests metadata column feature of Kafka sink table so I think we have to keep them. 

I would suggest to disable log deletion by setting Kafka broker conf log.retention.ms to -1 in KafkaTableTestBase. This will prevent records from being delete. I can submit a patch to fix this. Thanks for the investigation,   and  .

 , I think disabling log deletion is indeed one way to go. As a non-expert in Kafka, my question is would our IT cases may fail to capture potential problems that only happens when there's a regular log deletion, which IIUC is the default Kafka behavior.

twalthr, fsk119, what do you think as the original authors?What's the default value of log.retention.ms?  jark The default value is 7 days. The problem is that some cases hard-coded the record timestamp (e.g. 2020-03-08, which is definitely beyond the retention timeout), so it's possible that these records are deleted by Kafka broker after being produced but before being consumed as   mentioned. 

Maybe a better solution is using current timestamp in tests instead of hard-coding one. Changing the log.retention.ms indeed changes the default behavior of Kafka. Thanks   and   for the feedback.Thanks for the investigation.

In the UpsertKafkaTableCase, we use the hard-coding timestamp to simplify the test(e.g. testTemporalJoin). I think it's okay to just turn off the log retention because users will not send out-of-date records in the production environment and they will not meet the problem.Hey fsk119, do you think it would be simpler to just change the timestamp used in the test to e.g. year 2030?

I personally think this approach is better than disabling the log retention time. The reason is that we in general prefer the test to simulate the production environment, which do have the log retention in Kafka. I share the concern with   that, there might be potential problems that only happens when there's a regular log deletion. Sounds great. I think it's much better than turn off the log retention =-=.   , personally, I'm -1 to change the test data because

1) it's hard to maintain, it's very trick to know which timestamp data should use a future time. See the pull request changes 136 lines, but there still some other timestamp not changed, not sure whether it changes all the necessary places. 
2) it may still broken in the future, e.g. some one add a test but not use a long future timestamp (the test won't broken in a long time, and we need another round to investigate the problem when it fails). 
3) I don't see big difference between changing the timestamp data and disabling log retention time. Is it common to insert 100 years later timestamp in production environment? 
4) It seems we also changed some default configs for kafka tests, e.g. enable.auto.commit, auto.offset.reset in KafkaSinkITCase and KafkaWriterITCase.jark Thanks for pointing this out! To be honest I have no preference on these two options. Both of them have their pros and cons. I would suggest that we leave a descriptive comment around the change to make it easy to maintain for other developers.Fixed in master: 7814ee257b526d52f80a17143e228fb936b03ff5Please reopen it if the problem happens again.Instance on 1.13: I've reopened the ticket and downgraded it to Critical. Please back port the fix to
The docker-based test is introduced in 1.13, so we may need another pull request for release-1.12. Could you help for that  ?",1
